"ID";"RegioS";"Perioden";"TotaleOppervlakte_1";"TotaalVerkeersterrein_2";"Spoorterrein_3";"Wegverkeersterrein_4";"Vliegveld_5";"TotaalBebouwdTerrein_6";"Woonterrein_7";"TerreinVoorDetailhandelEnHoreca_8";"TerreinVoorOpenbareVoorzieningen_9";"TerreinVoorSociaalCultureleVoorz_10";"Bedrijventerrein_11";"TotaalSemiBebouwdTerrein_12";"Stortplaats_13";"Wrakkenopslagplaats_14";"Begraafplaats_15";"Delfstofwinplaats_16";"Bouwterrein_17";"SemiVerhardOverigTerrein_18";"TotaalRecreatieterrein_19";"ParkEnPlantsoen_20";"Sportterrein_21";"Volkstuin_22";"DagrecreatiefTerrein_23";"VerblijfsrecreatiefTerrein_24";"TotaalAgrarischTerrein_25";"TerreinVoorGlastuinbouw_26";"OverigAgrarischTerrein_27";"TotaalBosEnOpenNatuurlijkTerrein_28";"Bos_29";"OpenDroogNatuurlijkTerrein_30";"OpenNatNatuurlijkTerrein_31";"TotaalBinnenwater_32";"IJsselmeerMarkermeer_33";"AfgeslotenZeearm_34";"RijnEnMaas_35";"Randmeer_36";"Spaarbekken_37";"RecreatiefBinnenwater_38";"BinnenwaterVoorDelfstofwinning_39";"VloeiEnOfSlibveld_40";"OverigBinnenwater_41";"TotaalBuitenwater_42";"WaddenzeeEemsDollard_43";"Oosterschelde_44";"Westerschelde_45";"Noordzee_46"
"0";"NL01  ";"1996JJ00";" 4152618";"  112503";"    9060";"  100842";"    2601";"  304823";"  213770";"    4438";"   11484";"   15153";"   59980";"   37780";"    2844";"     513";"    3890";"    3069";"   21736";"    5728";"   86166";"   22672";"   31081";"    4062";"    9951";"   18401";" 2360382";"   13887";" 2346494";"  478396";"  344079";"   83571";"   50746";"  355267";"  183503";"   32122";"   18055";"   14313";"    1252";"    8799";"    2614";"     629";"   93981";"  417301";"  259135";"   34596";"   29779";"   93792"
"1";"NL01  ";"2000JJ00";" 4152803";"  113039";"    8782";"  101622";"    2636";"  318330";"  221141";"    4592";"   11486";"   15167";"   65945";"   48573";"    2693";"     526";"    3991";"    3187";"   32713";"    5463";"   88877";"   24011";"   31484";"    3997";"   10255";"   19131";" 2326047";"   14981";" 2311066";"  483463";"  350128";"   83257";"   50079";"  357440";"  183261";"   32099";"   18067";"   14039";"    1244";"    8991";"    2869";"     748";"   96124";"  417032";"  259350";"   34582";"   29783";"   93317"
"2";"NL01  ";"2003JJ00";" 4152795";"  114268";"    8400";"  103626";"    2242";"  328867";"  223891";"    6249";"   12193";"   15448";"   71086";"   50615";"    2734";"     537";"    4116";"    3112";"   34890";"    5226";"   93702";"   26675";"   32218";"    3908";"   10607";"   20293";" 2304074";"   15660";" 2288414";"  484090";"  346374";"   83587";"   54129";"  359815";"  183170";"   32121";"   17913";"   15627";"    1248";"    9680";"    2942";"     693";"   96420";"  417363";"  257265";"   34585";"   29855";"   95657"
"3";"NL01  ";"2006JJ00";" 4154307";"  115955";"    8510";"  104994";"    2451";"  337927";"  227810";"    7059";"   11874";"   15636";"   75547";"   52849";"    2675";"     542";"    4156";"    3121";"   37625";"    4730";"   96311";"   27716";"   33394";"    3906";"   10601";"   20694";" 2285799";"   16241";" 2269558";"  484024";"  344700";"   84991";"   54332";"  362628";"  183168";"   32141";"   18038";"   15632";"    1245";"    9700";"    3325";"     648";"   98731";"  418815";"  257164";"   34586";"   29875";"   97190"
"4";"NL01  ";"2008JJ00";" 4154307";"  117149";"    8585";"  106115";"    2449";"  344874";"  230103";"    9016";"   11762";"   15435";"   78558";"   51391";"    2647";"     580";"    4192";"    2869";"   36795";"    4310";"   97659";"   27989";"   34121";"    3839";"   10491";"   21218";" 2275827";"   16791";" 2259037";"  485003";"  344792";"   85530";"   54681";"  363529";"  183167";"   31995";"   18054";"   15601";"    1244";"    9984";"    2769";"     665";"  100050";"  418874";"  257151";"   34590";"   29928";"   97205"
"5";"NL01  ";"2010JJ00";" 4154307";"  117602";"    8630";"  106607";"    2365";"  350161";"  231375";"   10412";"   11734";"   15283";"   81358";"   51202";"    2402";"     540";"    4292";"    3155";"   36896";"    3916";"   98834";"   28389";"   34474";"    3762";"   10659";"   21551";" 2264376";"   16622";" 2247754";"  486528";"  345380";"   87758";"   53390";"  366121";"  183116";"   32092";"   18134";"   15603";"    1242";"    9840";"    3306";"     603";"  102185";"  419483";"  256154";"   34593";"   29939";"   98797"
"6";"NL01  ";"2012JJ00";" 4154302";"  116123";"    8882";"  104941";"    2300";"  355986";"  233575";"   10975";"   11684";"   15671";"   84081";"   51002";"    2205";"     509";"    4318";"    3053";"   36983";"    3934";"  102561";"   29547";"   35321";"    3629";"   11665";"   22399";" 2252233";"   15868";" 2236365";"  490088";"  344043";"   90016";"   56029";"  367982";"  183145";"   32101";"   18152";"   15573";"    1243";"   10328";"    3085";"     450";"  103905";"  418325";"  256231";"   34594";"   29884";"   97615"
"7";"NL01  ";"2015JJ00";" 4154303";"  115563";"    8885";"  104402";"    2276";"  361526";"  235839";"   11437";"   11823";"   16093";"   86336";"   49318";"    2191";"     475";"    4384";"    3354";"   34949";"    3966";"  105418";"   30819";"   35962";"    3606";"   11810";"   23222";" 2236317";"   15511";" 2220806";"  498956";"  341270";"   95055";"   62631";"  371941";"  183138";"   32117";"   18176";"   15548";"    1242";"   10544";"    3434";"     614";"  107129";"  415264";"  254947";"   34588";"   29830";"   95900"
"8";"NL01  ";"2017JJ00";" 4154302";"  115108";"    8845";"  103836";"    2426";"  370140";"  241408";"   12028";"   12057";"   16463";"   88184";"   39221";"    1930";"     429";"    4540";"    3147";"   25046";"    4129";"  108335";"   32863";"   36288";"    3608";"   11526";"   24051";" 2230445";"   15766";" 2214680";"  501461";"  340646";"   93780";"   67035";"  374381";"  182893";"   31982";"   18178";"   15514";"    1240";"   11104";"    2976";"     484";"  110008";"  415211";"  254432";"   34578";"   29812";"   96389"
"9";"LD01  ";"1996JJ00";" 1138832";"   21682";"    1251";"   20195";"     238";"   40627";"   30190";"     439";"    1361";"    1926";"    6710";"    6882";"     538";"      78";"     768";"    1037";"    3515";"     948";"   12227";"    2612";"    4339";"     407";"    1470";"    3398";"  659666";"     487";"  659179";"   92620";"   49505";"   23885";"   19230";"   74389";"   45795";"    2396";"";"";"       0";"    1142";"     648";"     191";"   24214";"  230740";"  208563";"";"";"   22177"
"10";"LD01  ";"2000JJ00";" 1138915";"   21877";"    1217";"   20421";"     239";"   43036";"   31423";"     439";"    1403";"    1961";"    7809";"    8500";"     529";"      87";"     797";"    1113";"    5019";"     957";"   12654";"    2744";"    4417";"     399";"    1531";"    3561";"  651946";"     559";"  651385";"   94713";"   51724";"   23836";"   19154";"   75586";"   45781";"    2396";"";"";"       0";"    1152";"     712";"     230";"   25315";"  230606";"  208773";"";"";"   21833"
"11";"LD01  ";"2003JJ00";" 1138914";"   22053";"    1133";"   20707";"     214";"   44641";"   31634";"     778";"    1490";"    2125";"    8615";"    8538";"     515";"      92";"     823";"    1101";"    5219";"     787";"   13120";"    3027";"    4488";"     386";"    1392";"    3827";"  647176";"     630";"  646547";"   96077";"   51516";"   23334";"   21227";"   76250";"   45779";"    2399";"";"";"       0";"    1242";"     773";"     271";"   25786";"  231058";"  207090";"";"";"   23968"
"12";"LD01  ";"2006JJ00";" 1138914";"   21991";"    1119";"   20665";"     207";"   46391";"   32345";"     911";"    1539";"    2195";"    9401";"    9349";"     499";"      91";"     837";"    1144";"    6015";"     764";"   13547";"    3083";"    4736";"     388";"    1377";"    3962";"  642669";"     646";"  642023";"   96618";"   51627";"   23714";"   21277";"   77517";"   45773";"    2404";"";"";"       0";"    1227";"     786";"     227";"   27099";"  230833";"  206956";"";"";"   23876"
"13";"LD01  ";"2008JJ00";" 1138916";"   21916";"    1124";"   20583";"     209";"   47295";"   32734";"    1262";"    1504";"    2084";"    9711";"    9521";"     540";"     106";"     841";"    1135";"    6166";"     733";"   13893";"    3186";"    4911";"     362";"    1317";"    4117";"  640868";"     668";"  640200";"   96936";"   51657";"   23988";"   21291";"   77664";"   45775";"    2383";"";"";"       0";"    1272";"     816";"     243";"   27175";"  230823";"  206944";"";"";"   23879"
"14";"LD01  ";"2010JJ00";" 1138914";"   22500";"    1139";"   21138";"     223";"   47860";"   33109";"    1293";"    1504";"    2034";"    9919";"    9893";"     526";"      98";"     847";"    1160";"    6532";"     730";"   13862";"    3160";"    4868";"     365";"    1335";"    4135";"  637585";"     642";"  636943";"   96898";"   51737";"   23929";"   21231";"   78746";"   45769";"    2382";"";"";"       0";"    1281";"     900";"     205";"   28210";"  231569";"  205956";"";"";"   25613"
"15";"LD01  ";"2012JJ00";" 1138883";"   21980";"    1129";"   20626";"     225";"   48846";"   33456";"    1398";"    1489";"    2078";"   10425";"    9401";"     511";"      94";"     848";"    1205";"    5998";"     744";"   14454";"    3334";"    4996";"     320";"    1447";"    4357";"  635951";"     641";"  635311";"   97674";"   51236";"   24574";"   21864";"   78919";"   45767";"    2383";"";"";"       0";"    1299";"     910";"     144";"   28416";"  231659";"  206046";"";"";"   25613"
"16";"LD01  ";"2015JJ00";" 1138884";"   21912";"    1121";"   20549";"     242";"   49868";"   33930";"    1464";"    1631";"    2188";"   10655";"    8384";"     504";"      86";"     864";"    1283";"    4885";"     762";"   15115";"    3504";"    5135";"     327";"    1568";"    4581";"  630879";"     611";"  630268";"  103062";"   50292";"   27861";"   24910";"   79596";"   45767";"    2389";"";"";"       0";"    1336";"    1005";"     134";"   28965";"  230068";"  204746";"";"";"   25322"
"17";"LD01  ";"2017JJ00";" 1138883";"   21809";"    1102";"   20440";"     268";"   50836";"   34558";"    1484";"    1788";"    2163";"   10844";"    6993";"     429";"      75";"     922";"    1207";"    3591";"     770";"   15475";"    3675";"    5190";"     342";"    1598";"    4670";"  630548";"     608";"  629940";"  103202";"   49939";"   26241";"   27022";"   79979";"   45760";"    2392";"";"";"       0";"    1461";"     925";"      68";"   29372";"  230041";"  204352";"";"";"   25690"
"18";"LD02  ";"1996JJ00";" 1097572";"   29356";"    2238";"   26810";"     308";"   67576";"   47316";"     940";"    2844";"    3643";"   12836";"    7765";"     825";"     121";"     977";"     690";"    4292";"     860";"   21434";"    4716";"    7025";"     689";"    2733";"    6272";"  662658";"     792";"  661865";"  184175";"  147374";"   23455";"   13347";"  124610";"   84837";"";"    6451";"   11654";"      27";"    2334";"     860";"      45";"   18402";"";"";"";"";""
"19";"LD02  ";"2000JJ00";" 1096966";"   29199";"    2131";"   26761";"     307";"   71109";"   49390";"    1001";"    2841";"    3670";"   14208";"    9604";"     816";"     129";"     999";"     604";"    6245";"     810";"   22121";"    5141";"    7197";"     668";"    2604";"    6510";"  654591";"    1034";"  653557";"  185485";"  149153";"   23011";"   13320";"  124858";"   84740";"";"    6455";"   11379";"      34";"    2356";"     918";"     121";"   18856";"";"";"";"";""
"20";"LD02  ";"2003JJ00";" 1096967";"   29619";"    2016";"   27275";"     328";"   73706";"   50079";"    1420";"    3109";"    3715";"   15383";"   11519";"     835";"     134";"    1026";"     593";"    8040";"     891";"   23389";"    5829";"    7410";"     629";"    2638";"    6884";"  649705";"    1210";"  648495";"  183550";"  146921";"   23313";"   13316";"  125480";"   84768";"";"    6464";"   12964";"      42";"    2603";"     900";"     120";"   17619";"";"";"";"";""
"21";"LD02  ";"2006JJ00";" 1096967";"   29870";"    2003";"   27536";"     330";"   76312";"   51521";"    1631";"    3055";"    3827";"   16278";"   11341";"     868";"     140";"    1039";"     596";"    7929";"     770";"   24023";"    6172";"    7630";"     624";"    2667";"    6931";"  646513";"    1432";"  645081";"  183048";"  146142";"   24004";"   12902";"  125861";"   84770";"";"    6515";"   12973";"      36";"    2582";"     974";"     102";"   17909";"";"";"";"";""
"22";"LD02  ";"2008JJ00";" 1096967";"   30130";"    2048";"   27765";"     317";"   77720";"   51999";"    2163";"    3062";"    3761";"   16735";"   11639";"     833";"     140";"    1045";"     518";"    8396";"     707";"   24396";"    6220";"    7830";"     629";"    2667";"    7050";"  643640";"    1574";"  642066";"  183441";"  146236";"   24075";"   13130";"  126001";"   84773";"";"    6525";"   12945";"      36";"    2725";"     841";"     125";"   18031";"";"";"";"";""
"23";"LD02  ";"2010JJ00";" 1096967";"   30357";"    2085";"   27963";"     309";"   78753";"   52419";"    2316";"    3014";"    3690";"   17315";"   12141";"     778";"     131";"    1084";"     550";"    8997";"     601";"   24589";"    6217";"    7933";"     626";"    2622";"    7191";"  640749";"    1631";"  639118";"  183851";"  146089";"   26018";"   11743";"  126527";"   84764";"";"    6605";"   12952";"      34";"    2609";"    1010";"     122";"   18431";"";"";"";"";""
"24";"LD02  ";"2012JJ00";" 1096935";"   30210";"    2268";"   27635";"     307";"   80760";"   53230";"    2407";"    2998";"    3868";"   18257";"   11337";"     722";"     120";"    1095";"     517";"    8236";"     647";"   25340";"    6404";"    8229";"     618";"    2770";"    7319";"  638668";"    1596";"  637072";"  183889";"  145766";"   26455";"   11668";"  126731";"   84763";"";"    6578";"   12922";"      34";"    2704";"     994";"     124";"   18612";"";"";"";"";""
"25";"LD02  ";"2015JJ00";" 1096935";"   29950";"    2274";"   27366";"     309";"   82236";"   53970";"    2483";"    2935";"    4016";"   18832";"   11335";"     723";"     121";"    1119";"     673";"    8047";"     652";"   26013";"    6684";"    8431";"     617";"    2802";"    7479";"  634883";"    1578";"  633304";"  185016";"  144799";"   27032";"   13186";"  127502";"   84763";"";"    6588";"   12899";"      34";"    2732";"    1091";"     102";"   19294";"";"";"";"";""
"26";"LD02  ";"2017JJ00";" 1096935";"   29886";"    2271";"   27181";"     433";"   84515";"   55387";"    2662";"    2825";"    4263";"   19379";"    9292";"     637";"     116";"    1148";"     671";"    6039";"     681";"   26681";"    7103";"    8565";"     602";"    2791";"    7620";"  633569";"    1658";"  631911";"  184768";"  144268";"   26948";"   13551";"  128225";"   84527";"";"    6551";"   12869";"      34";"    2825";"    1205";"      99";"   20115";"";"";"";"";""
"27";"LD03  ";"1996JJ00";" 1187098";"   36596";"    3740";"   31780";"    1076";"  117923";"   81430";"    2070";"    4079";"    5741";"   24603";"   15293";"     765";"     153";"    1443";"     193";"    9360";"    3381";"   34959";"   11033";"   12156";"    2492";"    4098";"    5181";"  578242";"   10884";"  567358";"   82682";"   42822";"   27266";"   12594";"  134839";"   52870";"   26777";"    7224";"    2660";"     606";"    3067";"     287";"     231";"   41118";"  186561";"   50572";"   34596";"   29779";"   71615"
"28";"LD03  ";"2000JJ00";" 1187824";"   36865";"    3641";"   32185";"    1040";"  121811";"   83682";"    2128";"    4051";"    5707";"   26242";"   20562";"     740";"     149";"    1473";"     195";"   14732";"    3274";"   35823";"   11408";"   12188";"    2464";"    4342";"    5420";"  567473";"   11341";"  556132";"   83731";"   43676";"   27744";"   12312";"  135133";"   52740";"   26754";"    7226";"    2660";"     590";"    3200";"     324";"     237";"   41401";"  186427";"   50577";"   34582";"   29783";"   71485"
"29";"LD03  ";"2003JJ00";" 1187815";"   37648";"    3557";"   33066";"    1025";"  125804";"   85042";"    2593";"    4555";"    5593";"   28020";"   20524";"     769";"     154";"    1498";"     150";"   14898";"    3056";"   37837";"   12490";"   12475";"    2430";"    4667";"    5775";"  559018";"   11355";"  547663";"   84955";"   43389";"   28506";"   13060";"  135724";"   52623";"   26773";"    7119";"    2663";"     587";"    3444";"     253";"     233";"   42028";"  186305";"   50175";"   34585";"   29855";"   71690"
"30";"LD03  ";"2006JJ00";" 1189328";"   38501";"    3640";"   33731";"    1130";"  128887";"   86091";"    2927";"    4303";"    5635";"   29931";"   21292";"     692";"     154";"    1520";"     115";"   16043";"    2768";"   38857";"   12991";"   12843";"    2451";"    4638";"    5933";"  551649";"   11386";"  540263";"   85415";"   43140";"   28872";"   13404";"  136746";"   52625";"   26795";"    7190";"    2660";"     590";"    3498";"     422";"     245";"   42722";"  187982";"   50207";"   34586";"   29875";"   73314"
"31";"LD03  ";"2008JJ00";" 1189326";"   39037";"    3644";"   34245";"    1148";"  131916";"   86909";"    3925";"    4156";"    5652";"   31274";"   19887";"     676";"     180";"    1547";"     102";"   14849";"    2533";"   39064";"   13033";"   12972";"    2414";"    4577";"    6068";"  548547";"   11560";"  536987";"   85635";"   43221";"   28896";"   13518";"  137189";"   52619";"   26762";"    7187";"    2656";"     588";"    3533";"     170";"     224";"   43450";"  188051";"   50207";"   34590";"   29928";"   73326"
"32";"LD03  ";"2010JJ00";" 1189328";"   38562";"    3651";"   33766";"    1144";"  133735";"   87206";"    4477";"    4008";"    5644";"   32400";"   19180";"     526";"     167";"    1589";"     142";"   14499";"    2258";"   39611";"   13227";"   13178";"    2345";"    4741";"    6119";"  546397";"   11233";"  535164";"   85998";"   43394";"   29087";"   13517";"  137931";"   52584";"   26869";"    7188";"    2651";"     589";"    3563";"     312";"     207";"   43968";"  187914";"   50198";"   34593";"   29939";"   73184"
"33";"LD03  ";"2012JJ00";" 1189328";"   38110";"    3738";"   33274";"    1099";"  135737";"   87755";"    4793";"    4040";"    5817";"   33332";"   19404";"     453";"     150";"    1605";"     129";"   14829";"    2237";"   41458";"   13915";"   13480";"    2272";"    5370";"    6421";"  541040";"   10615";"  530425";"   88150";"   43540";"   28792";"   15817";"  138762";"   52615";"   26846";"    7174";"    2651";"     590";"    3750";"     135";"      29";"   44972";"  186666";"   50185";"   34594";"   29884";"   72002"
"34";"LD03  ";"2015JJ00";" 1189328";"   38014";"    3765";"   33195";"    1054";"  137612";"   88330";"    5052";"    4124";"    5923";"   34183";"   18737";"     453";"     142";"    1626";"     132";"   14142";"    2243";"   42561";"   14602";"   13592";"    2250";"    5364";"    6754";"  536710";"   10299";"  526411";"   89614";"   43368";"   29491";"   16755";"  140884";"   52608";"   26856";"    7161";"    2650";"     589";"    3886";"     101";"     240";"   46794";"  185196";"   50201";"   34588";"   29830";"   70578"
"35";"LD03  ";"2017JJ00";" 1189328";"   37900";"    3758";"   33055";"    1087";"  140605";"   90409";"    5311";"    4153";"    6013";"   34719";"   14933";"     488";"     135";"    1667";"     108";"   10184";"    2352";"   43637";"   15693";"   13619";"    2243";"    4951";"    7131";"  534745";"   10363";"  524382";"   90711";"   43853";"   28954";"   17904";"  141626";"   52606";"   26726";"    7107";"    2645";"     587";"    4028";"      30";"     192";"   47705";"  185170";"   50080";"   34578";"   29812";"   70699"
"36";"LD04  ";"1996JJ00";"  729114";"   24869";"    1830";"   22058";"     980";"   78696";"   54834";"     990";"    3199";"    3843";"   15831";"    7839";"     715";"     162";"     703";"    1150";"    4569";"     538";"   17547";"    4311";"    7562";"     473";"    1651";"    3551";"  459816";"    1725";"  458092";"  118919";"  104379";"    8965";"    5575";"   21429";"";"    2948";"    4379";"";"     619";"    2256";"     820";"     160";"   10245";"";"";"";"";""
"37";"LD04  ";"2000JJ00";"  729098";"   25099";"    1793";"   22256";"    1050";"   82375";"   56645";"    1023";"    3191";"    3829";"   17685";"    9907";"     608";"     162";"     721";"    1276";"    6716";"     422";"   18281";"    4719";"    7680";"     466";"    1777";"    3639";"  452040";"    2047";"  449993";"  119534";"  105573";"    8666";"    5294";"   21863";"";"    2948";"    4385";"";"     619";"    2285";"     915";"     159";"   10552";"";"";"";"";""
"38";"LD04  ";"2003JJ00";"  729098";"   24948";"    1694";"   22578";"     676";"   84716";"   57136";"    1458";"    3040";"    4014";"   19068";"   10034";"     615";"     157";"     768";"    1268";"    6732";"     492";"   19356";"    5330";"    7845";"     463";"    1911";"    3807";"  448175";"    2466";"  445709";"  119508";"  104548";"    8433";"    6527";"   22362";"";"    2949";"    4330";"";"     619";"    2391";"    1016";"      70";"   10987";"";"";"";"";""
"39";"LD04  ";"2006JJ00";"  729098";"   25594";"    1748";"   23061";"     784";"   86337";"   57852";"    1590";"    2978";"    3979";"   19938";"   10867";"     616";"     157";"     761";"    1267";"    7638";"     428";"   19885";"    5469";"    8185";"     443";"    1920";"    3868";"  444968";"    2777";"  442190";"  118943";"  103791";"    8402";"    6750";"   22505";"";"    2942";"    4333";"";"     619";"    2393";"    1142";"      74";"   11002";"";"";"";"";""
"40";"LD04  ";"2008JJ00";"  729101";"   26066";"    1769";"   23522";"     775";"   87944";"   58460";"    1666";"    3041";"    3939";"   20838";"   10346";"     598";"     155";"     759";"    1114";"    7384";"     336";"   20305";"    5551";"    8408";"     433";"    1930";"    3983";"  442773";"    2989";"  439784";"  118991";"  103679";"    8570";"    6742";"   22676";"";"    2851";"    4342";"";"     619";"    2454";"     942";"      74";"   11394";"";"";"";"";""
"41";"LD04  ";"2010JJ00";"  729098";"   26182";"    1754";"   23740";"     689";"   89813";"   58641";"    2325";"    3208";"    3915";"   21724";"    9987";"     573";"     144";"     772";"    1303";"    6868";"     327";"   20771";"    5785";"    8495";"     425";"    1961";"    4105";"  439646";"    3116";"  436529";"  119781";"  104159";"    8724";"    6898";"   22918";"";"    2840";"    4340";"";"     619";"    2386";"    1083";"      70";"   11579";"";"";"";"";""
"42";"LD04  ";"2012JJ00";"  729156";"   25823";"    1748";"   23405";"     670";"   90643";"   59134";"    2376";"    3157";"    3908";"   22068";"   10861";"     519";"     145";"     769";"    1202";"    7920";"     306";"   21309";"    5894";"    8616";"     419";"    2078";"    4302";"  436574";"    3016";"  433558";"  120376";"  103501";"   10195";"    6681";"   23570";"";"    2872";"    4400";"";"     619";"    2575";"    1046";"     153";"   11904";"";"";"";"";""
"43";"LD04  ";"2015JJ00";"  729156";"   25687";"    1725";"   23292";"     671";"   91810";"   59608";"    2437";"    3133";"    3967";"   22666";"   10862";"     511";"     126";"     774";"    1265";"    7876";"     310";"   21729";"    6029";"    8804";"     412";"    2076";"    4408";"  433845";"    3023";"  430822";"  121263";"  102811";"   10671";"    7780";"   23960";"";"    2872";"    4427";"";"     619";"    2590";"    1237";"     139";"   12076";"";"";"";"";""
"44";"LD04  ";"2017JJ00";"  729156";"   25514";"    1715";"   23160";"     639";"   94183";"   61054";"    2571";"    3291";"    4024";"   23242";"    8002";"     376";"     104";"     802";"    1161";"    5233";"     326";"   22542";"    6391";"    8914";"     420";"    2186";"    4630";"  431584";"    3136";"  428448";"  122780";"  102586";"   11637";"    8557";"   24551";"";"    2863";"    4520";"";"     619";"    2790";"     816";"     125";"   12816";"";"";"";"";""
"45";"PV20  ";"1996JJ00";"  296709";"    6347";"     525";"    5804";"      19";"   13915";"   10121";"      96";"     437";"     655";"    2605";"    3087";"     150";"      23";"     315";"     461";"    1701";"     437";"    3515";"    1158";"    1278";"     146";"     593";"     340";"  194706";"      80";"  194626";"   12151";"    6090";"    2293";"    3768";"    6541";"";"    1243";"";"";"       0";"     429";"     223";"     141";"    4505";"   56447";"   52734";"";"";"    3713"
"46";"PV20  ";"2000JJ00";"  296790";"    6377";"     516";"    5840";"      20";"   14552";"   10437";"      98";"     423";"     662";"    2932";"    3757";"     178";"      26";"     327";"     532";"    2244";"     451";"    3627";"    1180";"    1329";"     152";"     601";"     364";"  192296";"      98";"  192197";"   12990";"    6924";"    2309";"    3758";"    6694";"";"    1243";"";"";"       0";"     436";"     240";"     174";"    4600";"   56499";"   52786";"";"";"    3713"
"47";"PV20  ";"2003JJ00";"  296790";"    6456";"     498";"    5923";"      35";"   15078";"   10507";"     224";"     507";"     716";"    3125";"    3262";"     212";"      30";"     346";"     534";"    1829";"     311";"    3669";"    1259";"    1343";"     149";"     500";"     418";"  190443";"     101";"  190341";"   14488";"    7601";"    2285";"    4601";"    6982";"";"    1240";"";"";"       0";"     387";"     239";"     223";"    4893";"   56413";"   51705";"";"";"    4708"
"48";"PV20  ";"2006JJ00";"  296003";"    6489";"     496";"    5957";"      36";"   15505";"   10632";"     267";"     533";"     749";"    3323";"    3792";"     197";"      27";"     342";"     536";"    2386";"     304";"    3739";"    1311";"    1360";"     143";"     497";"     428";"  188821";"      98";"  188723";"   14229";"    7539";"    2190";"    4500";"    7756";"";"    1240";"";"";"       0";"     380";"     273";"     175";"    5688";"   55673";"   51336";"";"";"    4337"
"49";"PV20  ";"2008JJ00";"  296003";"    6414";"     496";"    5882";"      36";"   15711";"   10725";"     431";"     497";"     721";"    3337";"    3935";"     206";"      46";"     344";"     536";"    2518";"     286";"    3823";"    1371";"    1437";"     130";"     441";"     444";"  188340";"      95";"  188246";"   14316";"    7577";"    2351";"    4387";"    7787";"";"    1235";"";"";"       0";"     382";"     272";"     191";"    5707";"   55676";"   51339";"";"";"    4337"
"50";"PV20  ";"2010JJ00";"  296005";"    6589";"     504";"    6049";"      36";"   15782";"   10861";"     412";"     483";"     696";"    3329";"    4259";"     198";"      35";"     349";"     578";"    2814";"     285";"    3763";"    1346";"    1380";"     140";"     454";"     443";"  187642";"      94";"  187547";"   14432";"    7257";"    2327";"    4848";"    8071";"";"    1235";"";"";"       0";"     387";"     312";"     152";"    5984";"   55467";"   50866";"";"";"    4602"
"51";"PV20  ";"2012JJ00";"  295964";"    6485";"     495";"    5954";"      36";"   16048";"   10953";"     449";"     443";"     710";"    3493";"    4195";"     197";"      37";"     349";"     570";"    2776";"     266";"    3848";"    1372";"    1449";"     107";"     445";"     474";"  187482";"      91";"  187391";"   14455";"    7001";"    2777";"    4676";"    8017";"";"    1237";"";"";"       0";"     377";"     301";"      93";"    6008";"   55436";"   50834";"";"";"    4602"
"52";"PV20  ";"2015JJ00";"  295964";"    6467";"     493";"    5938";"      36";"   16379";"   11058";"     464";"     586";"     768";"    3503";"    3618";"     200";"      28";"     350";"     571";"    2191";"     279";"    4009";"    1410";"    1447";"     109";"     526";"     516";"  187007";"      90";"  186917";"   14910";"    6383";"    3210";"    5316";"    8165";"";"    1245";"";"";"       0";"     393";"     320";"      89";"    6117";"   55409";"   50573";"";"";"    4837"
"53";"PV20  ";"2017JJ00";"  295968";"    6406";"     485";"    5878";"      44";"   16700";"   11269";"     454";"     733";"     717";"    3527";"    3161";"     173";"      27";"     361";"     555";"    1767";"     279";"    4123";"    1492";"    1455";"     130";"     518";"     527";"  187225";"      88";"  187137";"   13974";"    6223";"    2686";"    5064";"    8414";"";"    1246";"";"";"       0";"     410";"     252";"      43";"    6464";"   55965";"   51074";"";"";"    4891"
"54";"PV21  ";"1996JJ00";"  574074";"    8622";"     439";"    8036";"     148";"   14197";"   10721";"     196";"     366";"     632";"    2282";"    2047";"     169";"      32";"     236";"     218";"     888";"     504";"    4380";"     746";"    1600";"     143";"     546";"    1344";"  267794";"      81";"  267713";"   38324";"   11596";"   14805";"   11923";"   64418";"   45795";"    1153";"";"";"       0";"     472";"     160";"       1";"   16835";"  174293";"  155829";"";"";"   18464"
"55";"PV21  ";"2000JJ00";"  574087";"    8731";"     429";"    8154";"     148";"   15309";"   11283";"     196";"     375";"     645";"    2809";"    2627";"     145";"      34";"     243";"     196";"    1508";"     502";"    4607";"     798";"    1633";"     135";"     619";"    1421";"  264947";"      94";"  264853";"   38706";"   11766";"   14962";"   11978";"   65054";"   45781";"    1153";"";"";"       0";"     475";"     187";"       1";"   17457";"  174107";"  155987";"";"";"   18120"
"56";"PV21  ";"2003JJ00";"  574087";"    8736";"     372";"    8260";"     105";"   15910";"   11276";"     327";"     379";"     715";"    3213";"    2734";"     178";"      35";"     238";"     173";"    1635";"     474";"    4682";"     863";"    1655";"     129";"     568";"    1467";"  263577";"     130";"  263447";"   38463";"   11422";"   13965";"   13076";"   65339";"   45779";"    1159";"";"";"       0";"     496";"     163";"       1";"   17742";"  174645";"  155385";"";"";"   19260"
"57";"PV21  ";"2006JJ00";"  574874";"    8666";"     361";"    8199";"     106";"   16671";"   11575";"     395";"     390";"     745";"    3566";"    2905";"     169";"      34";"     253";"     205";"    1786";"     458";"    4864";"     935";"    1715";"     135";"     549";"    1531";"  262091";"     158";"  261933";"   38896";"   11507";"   14169";"   13220";"   65621";"   45773";"    1165";"";"";"       0";"     488";"     163";"       1";"   18030";"  175160";"  155620";"";"";"   19539"
