"ID";"RegioS";"Perioden";"TotaleOppervlakte_1";"TotaalVerkeersterrein_2";"Spoorterrein_3";"Wegverkeersterrein_4";"Vliegveld_5";"TotaalBebouwdTerrein_6";"Woonterrein_7";"TerreinVoorDetailhandelEnHoreca_8";"TerreinVoorOpenbareVoorzieningen_9";"TerreinVoorSociaalCultureleVoorz_10";"Bedrijventerrein_11";"TotaalSemiBebouwdTerrein_12";"Stortplaats_13";"Wrakkenopslagplaats_14";"Begraafplaats_15";"Delfstofwinplaats_16";"Bouwterrein_17";"SemiVerhardOverigTerrein_18";"TotaalRecreatieterrein_19";"ParkEnPlantsoen_20";"Sportterrein_21";"Volkstuin_22";"DagrecreatiefTerrein_23";"VerblijfsrecreatiefTerrein_24";"TotaalAgrarischTerrein_25";"TerreinVoorGlastuinbouw_26";"OverigAgrarischTerrein_27";"TotaalBosEnOpenNatuurlijkTerrein_28";"Bos_29";"OpenDroogNatuurlijkTerrein_30";"OpenNatNatuurlijkTerrein_31";"TotaalBinnenwater_32";"IJsselmeerMarkermeer_33";"AfgeslotenZeearm_34";"RijnEnMaas_35";"Randmeer_36";"Spaarbekken_37";"RecreatiefBinnenwater_38";"BinnenwaterVoorDelfstofwinning_39";"VloeiEnOfSlibveld_40";"OverigBinnenwater_41";"TotaalBuitenwater_42";"WaddenzeeEemsDollard_43";"Oosterschelde_44";"Westerschelde_45";"Noordzee_46"
"6204";"GM0344";"2006JJ00";"    9932";"     892";"     146";"     746";"       0";"    3769";"    2329";"     131";"     129";"     311";"     868";"     963";"       0";"       0";"      44";"       0";"     918";"       0";"     978";"     433";"     412";"      67";"      61";"       4";"    2709";"      18";"    2691";"     165";"     159";"       0";"       6";"     457";"";"";"";"";"       0";"     103";"      48";"       0";"     306";"";"";"";"";""
"6205";"GM0344";"2008JJ00";"    9932";"     936";"     142";"     793";"       0";"    3926";"    2400";"     148";"     128";"     317";"     932";"     688";"       0";"       1";"      44";"       0";"     643";"       0";"    1058";"     487";"     429";"      68";"      70";"       4";"    2666";"      15";"    2651";"     171";"     166";"       0";"       5";"     487";"";"";"";"";"       0";"     103";"      48";"       0";"     335";"";"";"";"";""
"6206";"GM0344";"2010JJ00";"    9921";"     981";"     153";"     828";"       0";"    4012";"    2453";"     174";"     131";"     299";"     955";"     675";"       0";"       2";"      45";"      21";"     608";"       0";"    1044";"     443";"     404";"      69";"     122";"       4";"    2545";"      13";"    2532";"     171";"     166";"       0";"       5";"     493";"";"";"";"";"       0";"      98";"      49";"       0";"     347";"";"";"";"";""
"6207";"GM0344";"2012JJ00";"    9921";"     981";"     156";"     825";"       0";"    4129";"    2518";"     190";"     135";"     295";"     990";"     603";"       0";"       0";"      45";"      21";"     537";"       0";"    1066";"     464";"     388";"      71";"     140";"       4";"    2454";"       9";"    2446";"     182";"     177";"       0";"       5";"     506";"";"";"";"";"       0";"     113";"      49";"       0";"     344";"";"";"";"";""
"6208";"GM0344";"2015JJ00";"    9921";"     956";"     158";"     798";"       0";"    4178";"    2532";"     202";"     145";"     308";"     992";"     496";"       0";"       0";"      45";"      21";"     430";"       0";"    1169";"     564";"     388";"      72";"     141";"       4";"    2399";"       8";"    2391";"     184";"     179";"       0";"       5";"     538";"";"";"";"";"       0";"     141";"      49";"       0";"     349";"";"";"";"";""
"6209";"GM0344";"2017JJ00";"    9921";"     951";"     156";"     796";"       0";"    4247";"    2592";"     218";"     140";"     331";"     966";"     296";"       0";"       0";"      50";"       0";"     246";"       0";"    1277";"     681";"     400";"      71";"     120";"       4";"    2417";"       8";"    2409";"     189";"     169";"      16";"       4";"     544";"";"";"";"";"       0";"     180";"       0";"       0";"     364";"";"";"";"";""
"6210";"GM1581";"1996JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6211";"GM1581";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6212";"GM1581";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6213";"GM1581";"2006JJ00";"   13410";"     346";"      62";"     284";"       0";"    1224";"     917";"      12";"      65";"     178";"      53";"      46";"       9";"       0";"      29";"       0";"       2";"       6";"     575";"      85";"     168";"       4";"      37";"     280";"    4959";"       2";"    4957";"    6065";"    5772";"     271";"      21";"     194";"";"";"      68";"";"       0";"       2";"       0";"       0";"     125";"";"";"";"";""
"6214";"GM1581";"2008JJ00";"   13410";"     345";"      62";"     283";"       0";"    1235";"     916";"      21";"      61";"     180";"      57";"      42";"       9";"       0";"      29";"       0";"       1";"       3";"     572";"      83";"     168";"       4";"      38";"     279";"    4951";"       2";"    4949";"    6070";"    5773";"     275";"      22";"     194";"";"";"      68";"";"       0";"       2";"       0";"       0";"     125";"";"";"";"";""
"6215";"GM1581";"2010JJ00";"   13410";"     343";"      63";"     280";"       0";"    1217";"     909";"      26";"      42";"     176";"      64";"      51";"       9";"       0";"      30";"       0";"       6";"       6";"     581";"      84";"     174";"       4";"      38";"     280";"    4929";"       2";"    4927";"    6093";"    5779";"     293";"      22";"     195";"";"";"      68";"";"       0";"       6";"       0";"       0";"     121";"";"";"";"";""
"6216";"GM1581";"2012JJ00";"   13409";"     342";"      61";"     281";"       0";"    1186";"     917";"      28";"      42";"     134";"      64";"      89";"       8";"       0";"      31";"       0";"      44";"       6";"     571";"      77";"     174";"       3";"      40";"     276";"    4888";"       2";"    4886";"    6140";"    5743";"     326";"      71";"     194";"";"";"      60";"";"       0";"       8";"       0";"       0";"     126";"";"";"";"";""
"6217";"GM1581";"2015JJ00";"   13409";"     344";"      65";"     279";"       0";"    1186";"     918";"      28";"      45";"     133";"      62";"      64";"       8";"       0";"      31";"       0";"      19";"       6";"     580";"      78";"     173";"       3";"      40";"     285";"    4897";"       2";"    4895";"    6144";"    5709";"     348";"      87";"     194";"";"";"      60";"";"       0";"       8";"       0";"       0";"     126";"";"";"";"";""
"6218";"GM1581";"2017JJ00";"   13394";"     345";"      63";"     282";"       0";"    1196";"     932";"      29";"      45";"     133";"      58";"      55";"       8";"       0";"      31";"       0";"      11";"       6";"     626";"     114";"     174";"       4";"      40";"     293";"    4840";"       2";"    4838";"    6138";"    5676";"     379";"      83";"     192";"";"";"      60";"";"       0";"       8";"       0";"       0";"     124";"";"";"";"";""
"6219";"GM0981";"1996JJ00";"    2390";"      65";"       0";"      65";"       0";"     169";"     149";"       0";"       1";"       9";"      11";"       3";"       0";"       0";"       2";"       0";"       1";"       0";"      73";"       5";"      24";"       0";"      14";"      30";"    1492";"       0";"    1492";"     586";"     586";"       0";"       0";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6220";"GM0981";"2000JJ00";"    2390";"      66";"       0";"      66";"       0";"     171";"     150";"       0";"       1";"       9";"      11";"      11";"       0";"       0";"       2";"       0";"       9";"       0";"      73";"       5";"      24";"       0";"      14";"      30";"    1481";"       0";"    1481";"     587";"     587";"       0";"       0";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6221";"GM0981";"2003JJ00";"    2390";"      68";"       0";"      68";"       0";"     179";"     147";"      11";"       0";"       8";"      13";"       8";"       0";"       0";"       2";"       0";"       6";"       0";"      85";"      10";"      23";"       0";"      13";"      39";"    1458";"       0";"    1458";"     591";"     589";"       0";"       2";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6222";"GM0981";"2006JJ00";"    2390";"      69";"       0";"      69";"       0";"     179";"     148";"      12";"       0";"       8";"      12";"       8";"       0";"       0";"       3";"       0";"       5";"       0";"      87";"      12";"      23";"       0";"      13";"      39";"    1458";"       0";"    1458";"     588";"     585";"       0";"       2";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6223";"GM0981";"2008JJ00";"    2390";"      69";"       0";"      69";"       0";"     178";"     148";"      12";"       0";"       8";"      11";"      12";"       0";"       0";"       3";"       0";"       9";"       0";"      85";"      10";"      23";"       0";"      13";"      38";"    1458";"       0";"    1458";"     587";"     585";"       0";"       2";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6224";"GM0981";"2010JJ00";"    2390";"      68";"       0";"      68";"       0";"     181";"     144";"      17";"       1";"       8";"      11";"      11";"       0";"       0";"       2";"       0";"       9";"       0";"      86";"      10";"      23";"       0";"      13";"      39";"    1456";"       0";"    1456";"     588";"     586";"       0";"       2";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6225";"GM0981";"2012JJ00";"    2390";"      55";"       0";"      55";"       0";"     186";"     148";"      18";"       1";"       8";"      11";"      12";"       0";"       0";"       2";"       0";"      10";"       0";"      85";"      10";"      23";"       0";"      13";"      39";"    1463";"       0";"    1463";"     588";"     586";"       0";"       2";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6226";"GM0981";"2015JJ00";"    2390";"      53";"       0";"      53";"       0";"     187";"     150";"      18";"       1";"       8";"      11";"      13";"       0";"       0";"       2";"       0";"      11";"       0";"      87";"      10";"      23";"       0";"      13";"      40";"    1462";"       0";"    1462";"     587";"     587";"       0";"       0";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6227";"GM0981";"2017JJ00";"    2390";"      53";"       0";"      53";"       0";"     191";"     154";"      18";"       1";"       8";"      11";"       4";"       0";"       0";"       2";"       0";"       2";"       0";"      89";"      12";"      21";"       0";"      13";"      43";"    1465";"       0";"    1465";"     587";"     587";"       0";"       0";"       1";"";"";"";"";"       0";"       0";"       0";"       0";"       1";"";"";"";"";""
"6228";"GM0283";"1996JJ00";"    4841";"     224";"      17";"     207";"       0";"     224";"     171";"       1";"       2";"      12";"      37";"      52";"       2";"       1";"       5";"      23";"      19";"       3";"      70";"       6";"      19";"       3";"       9";"      33";"    3893";"      10";"    3882";"     109";"     100";"       9";"       0";"     269";"";"";"     150";"";"       0";"       2";"      62";"       0";"      56";"";"";"";"";""
"6229";"GM0283";"2000JJ00";"    4841";"     222";"      16";"     206";"       0";"     246";"     183";"       1";"       3";"      11";"      48";"      84";"       2";"       1";"       5";"      23";"      53";"       1";"      72";"       6";"      19";"       3";"       9";"      35";"    3830";"      13";"    3817";"     122";"     108";"      14";"       0";"     265";"";"";"     150";"";"       0";"       1";"      64";"       0";"      51";"";"";"";"";""
"6230";"GM0283";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6231";"GM0283";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6232";"GM0283";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6233";"GM0283";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6234";"GM0283";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6235";"GM0283";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6236";"GM0283";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6237";"GM0619";"1996JJ00";"     574";"      75";"       0";"      16";"      59";"      48";"      39";"       0";"       2";"       4";"       3";"      21";"       0";"       1";"       1";"      15";"       5";"       0";"       6";"       3";"       3";"       1";"       0";"       0";"     354";"      36";"     318";"       1";"       1";"       0";"       0";"      69";"";"";"";"";"       0";"       0";"      53";"       0";"      15";"";"";"";"";""
"6238";"GM0619";"2000JJ00";"     574";"      76";"       0";"      16";"      60";"      50";"      41";"       0";"       2";"       4";"       3";"      25";"       0";"       1";"       1";"      15";"       8";"       0";"       7";"       3";"       3";"       1";"       0";"       0";"     339";"      37";"     302";"       8";"       8";"       0";"       0";"      69";"";"";"";"";"       0";"       0";"      53";"       0";"      16";"";"";"";"";""
"6239";"GM0619";"2003JJ00";"     574";"      78";"       0";"      18";"      60";"      49";"      38";"       0";"       3";"       4";"       4";"      14";"       0";"       1";"       1";"      12";"       1";"       0";"       8";"       2";"       3";"       1";"       1";"       0";"     340";"      45";"     295";"      15";"       9";"       0";"       6";"      71";"";"";"";"";"       0";"       0";"      55";"       0";"      16";"";"";"";"";""
"6240";"GM0619";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6241";"GM0619";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6242";"GM0619";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6243";"GM0619";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6244";"GM0619";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6245";"GM0619";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6246";"GM0994";"1996JJ00";"    3691";"     171";"      24";"     146";"       0";"     344";"     289";"       2";"       1";"      40";"      13";"      45";"      13";"       0";"       5";"      28";"       0";"       0";"     137";"       2";"      39";"       1";"      43";"      51";"    2529";"       0";"    2529";"     447";"     447";"       0";"       0";"      18";"";"";"";"";"       0";"       4";"       0";"       0";"      13";"";"";"";"";""
"6247";"GM0994";"2000JJ00";"    3691";"     167";"      24";"     144";"       0";"     345";"     288";"       2";"       1";"      40";"      14";"      51";"      13";"       0";"       5";"      27";"       7";"       0";"     132";"       2";"      39";"       1";"      39";"      51";"    2503";"       0";"    2503";"     474";"     474";"       0";"       0";"      17";"";"";"";"";"       0";"       4";"       0";"       0";"      13";"";"";"";"";""
"6248";"GM0994";"2003JJ00";"    3691";"     163";"      23";"     140";"       0";"     364";"     299";"       3";"       1";"      46";"      16";"      42";"      13";"       0";"       6";"      22";"       1";"       0";"     118";"      11";"      29";"       1";"      21";"      55";"    2507";"       0";"    2507";"     477";"     472";"       6";"       0";"      20";"";"";"";"";"       0";"       4";"       0";"       0";"      15";"";"";"";"";""
"6249";"GM0994";"2006JJ00";"    3691";"     165";"      21";"     144";"       0";"     360";"     298";"       3";"       1";"      40";"      17";"      50";"      13";"       0";"       6";"      23";"       8";"       0";"     124";"      12";"      31";"       1";"      24";"      57";"    2493";"       0";"    2493";"     479";"     476";"       4";"       0";"      20";"";"";"";"";"       0";"       4";"       0";"       0";"      15";"";"";"";"";""
"6250";"GM0994";"2008JJ00";"    3691";"     173";"      21";"     152";"       0";"     365";"     294";"      12";"       1";"      39";"      17";"      42";"      13";"       0";"       6";"      23";"       0";"       0";"     121";"      10";"      31";"       1";"      22";"      57";"    2491";"       0";"    2491";"     478";"     474";"       4";"       0";"      20";"";"";"";"";"       0";"       4";"       0";"       0";"      15";"";"";"";"";""
"6251";"GM0994";"2010JJ00";"    3691";"     173";"      21";"     152";"       0";"     385";"     303";"      20";"       1";"      40";"      20";"      42";"      13";"       0";"       7";"      23";"       0";"       0";"     119";"      10";"      29";"       1";"      22";"      56";"    2466";"       0";"    2466";"     486";"     483";"       4";"       0";"      20";"";"";"";"";"       0";"       4";"       0";"       0";"      16";"";"";"";"";""
"6252";"GM0994";"2012JJ00";"    3692";"     169";"      21";"     148";"       0";"     388";"     303";"      20";"       1";"      40";"      23";"      43";"      13";"       0";"       7";"      23";"       1";"       0";"     115";"      15";"      28";"       1";"      15";"      56";"    2470";"       0";"    2470";"     488";"     484";"       4";"       0";"      20";"";"";"";"";"       0";"       0";"       0";"       0";"      20";"";"";"";"";""
"6253";"GM0994";"2015JJ00";"    3692";"     169";"      21";"     148";"       0";"     388";"     303";"      20";"       1";"      40";"      23";"      43";"      13";"       0";"       7";"      23";"       1";"       0";"     115";"      15";"      28";"       1";"      15";"      56";"    2470";"       0";"    2470";"     488";"     484";"       4";"       0";"      20";"";"";"";"";"       0";"       0";"       0";"       0";"      20";"";"";"";"";""
"6254";"GM0994";"2017JJ00";"    3692";"     159";"      21";"     138";"       0";"     404";"     319";"      28";"       1";"      35";"      21";"      20";"       0";"       0";"       7";"      12";"       1";"       0";"     116";"      15";"      25";"       1";"      17";"      58";"    2421";"       0";"    2421";"     552";"     520";"      11";"      21";"      20";"";"";"";"";"       0";"       0";"       0";"       0";"      20";"";"";"";"";""
"6255";"GM0720";"1996JJ00";"    2919";"      91";"       0";"      91";"       0";"     156";"     135";"       5";"       0";"      12";"       4";"      19";"       7";"       0";"       4";"       0";"       0";"       7";"     103";"       4";"      11";"       1";"       0";"      87";"    2201";"       3";"    2198";"     223";"      80";"     143";"       0";"      13";"";"";"";"";"       0";"       0";"       0";"       0";"      13";"     114";"";"";"";"     114"
"6256";"GM0720";"2000JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6257";"GM0720";"2003JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6258";"GM0720";"2006JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6259";"GM0720";"2008JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6260";"GM0720";"2010JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6261";"GM0720";"2012JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6262";"GM0720";"2015JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6263";"GM0720";"2017JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6264";"GM0858";"1996JJ00";"    5311";"      96";"       0";"      96";"       0";"     746";"     574";"      19";"      22";"      14";"     116";"      12";"       0";"       0";"       7";"       0";"       6";"       0";"     201";"      39";"     140";"       7";"       5";"      10";"    2529";"       0";"    2529";"    1642";"    1457";"     128";"      57";"      84";"";"";"";"";"       0";"       9";"       0";"       0";"      75";"";"";"";"";""
"6265";"GM0858";"2000JJ00";"    5647";"     101";"       0";"     101";"       0";"     756";"     580";"      18";"      22";"      14";"     121";"      27";"       0";"       0";"       7";"       0";"      20";"       0";"     197";"      39";"     135";"       7";"       5";"      11";"    2579";"       0";"    2579";"    1845";"    1636";"     131";"      77";"     144";"";"";"";"";"       0";"       9";"       0";"       0";"     134";"";"";"";"";""
"6266";"GM0858";"2003JJ00";"    5644";"      99";"       0";"      99";"       0";"     766";"     578";"      18";"      22";"      18";"     130";"      25";"       0";"       0";"       7";"       0";"      18";"       0";"     189";"      39";"     125";"       7";"       5";"      13";"    2540";"       0";"    2540";"    1878";"    1618";"     119";"     141";"     147";"";"";"";"";"       0";"       9";"       0";"       0";"     138";"";"";"";"";""
"6267";"GM0858";"2006JJ00";"    5644";"      98";"       0";"      98";"       0";"     775";"     578";"      21";"      22";"      18";"     136";"      18";"       0";"       0";"       6";"       0";"      11";"       0";"     192";"      40";"     127";"       7";"       5";"      13";"    2540";"       0";"    2540";"    1878";"    1620";"     114";"     144";"     144";"";"";"";"";"       0";"       9";"       0";"       0";"     135";"";"";"";"";""
"6268";"GM0858";"2008JJ00";"    5644";"      99";"       0";"      99";"       0";"     785";"     580";"      21";"      22";"      18";"     143";"      16";"       0";"       0";"       7";"       0";"       9";"       0";"     193";"      40";"     127";"       8";"       5";"      13";"    2528";"       0";"    2528";"    1877";"    1621";"     114";"     143";"     147";"";"";"";"";"       0";"       9";"       0";"       0";"     138";"";"";"";"";""
"6269";"GM0858";"2010JJ00";"    5644";"     100";"       0";"     100";"       0";"     785";"     580";"      22";"      17";"      15";"     151";"      10";"       0";"       0";"       6";"       0";"       4";"       0";"     201";"      28";"     140";"       7";"      13";"      13";"    2489";"       0";"    2489";"    1902";"    1586";"     168";"     148";"     157";"";"";"";"";"       0";"       8";"       0";"       0";"     149";"";"";"";"";""
"6270";"GM0858";"2012JJ00";"    5650";"     101";"       0";"     101";"       0";"     786";"     580";"      22";"      17";"      15";"     152";"      10";"       0";"       0";"       6";"       0";"       4";"       0";"     208";"      28";"     145";"       7";"      15";"      13";"    2479";"       0";"    2479";"    1906";"    1581";"     184";"     140";"     160";"";"";"";"";"       0";"      41";"       0";"       0";"     119";"";"";"";"";""
"6271";"GM0858";"2015JJ00";"    5650";"      98";"       0";"      98";"       0";"     782";"     578";"      22";"      17";"      15";"     150";"      22";"       0";"       0";"       6";"       0";"      16";"       0";"     220";"      34";"     149";"       6";"      17";"      13";"    2475";"       0";"    2475";"    1894";"    1558";"     218";"     118";"     159";"";"";"";"";"       0";"      41";"       0";"       0";"     117";"";"";"";"";""
"6272";"GM0858";"2017JJ00";"    5650";"      97";"       0";"      97";"       0";"     785";"     581";"      22";"      17";"      16";"     148";"      21";"       0";"       0";"       6";"       0";"      15";"       0";"     224";"      37";"     150";"       6";"      17";"      13";"    2469";"       0";"    2469";"    1895";"    1546";"     292";"      56";"     160";"";"";"";"";"       0";"      41";"       0";"       0";"     118";"";"";"";"";""
"6273";"GM0047";"1996JJ00";"    7871";"     233";"      33";"     200";"       0";"     855";"     566";"       0";"      31";"      25";"     233";"     111";"      53";"       0";"      19";"      15";"      23";"       0";"     285";"      98";"     112";"      16";"      57";"       3";"    6106";"       0";"    6106";"      34";"      34";"       0";"       0";"     246";"";"";"";"";"       0";"     128";"       0";"       0";"     118";"";"";"";"";""
"6274";"GM0047";"2000JJ00";"    7871";"     236";"      33";"     202";"       0";"     903";"     589";"       0";"      27";"      26";"     261";"     162";"      53";"       0";"      19";"      15";"      74";"       0";"     283";"      98";"     110";"      16";"      57";"       3";"    5958";"       0";"    5958";"      81";"      81";"       0";"       0";"     247";"";"";"";"";"       0";"     128";"       0";"       0";"     120";"";"";"";"";""
"6275";"GM0047";"2003JJ00";"    7871";"     258";"      34";"     202";"      21";"     931";"     597";"      16";"      40";"      20";"     257";"     157";"      53";"       0";"      19";"      14";"      71";"       0";"     327";"     150";"     116";"      15";"      46";"       0";"    5865";"       0";"    5865";"      77";"      77";"       0";"       0";"     257";"";"";"";"";"       0";"      56";"       0";"       0";"     200";"";"";"";"";""
"6276";"GM0047";"2006JJ00";"    7871";"     265";"      35";"     209";"      21";"     948";"     613";"      21";"      40";"      21";"     253";"     211";"      51";"       0";"      19";"      14";"     126";"       0";"     309";"     135";"     113";"      15";"      46";"       0";"    5800";"       0";"    5800";"      77";"      77";"       0";"       0";"     261";"";"";"";"";"       0";"      57";"       0";"       0";"     204";"";"";"";"";""
"6277";"GM0047";"2008JJ00";"    7871";"     265";"      35";"     209";"      21";"     948";"     615";"      23";"      40";"      21";"     249";"     188";"      51";"       0";"      19";"      14";"     103";"       0";"     364";"     137";"     167";"      15";"      46";"       0";"    5767";"       0";"    5767";"      77";"      77";"       0";"       0";"     261";"";"";"";"";"       0";"      58";"       0";"       0";"     203";"";"";"";"";""
"6278";"GM0047";"2010JJ00";"    7871";"     278";"      35";"     222";"      21";"     979";"     631";"      26";"      40";"      23";"     259";"     223";"      51";"       0";"      18";"      13";"     141";"       0";"     354";"     137";"     157";"      15";"      45";"       0";"    5713";"       0";"    5713";"      55";"      55";"       0";"       0";"     268";"";"";"";"";"       0";"      62";"       0";"       0";"     206";"";"";"";"";""
"6279";"GM0047";"2012JJ00";"    7868";"     277";"      35";"     222";"      21";"     980";"     630";"      26";"      40";"      23";"     261";"     228";"      51";"       0";"      18";"      20";"     138";"       0";"     354";"     137";"     157";"      15";"      45";"       0";"    5707";"       0";"    5707";"      55";"      55";"       0";"       0";"     268";"";"";"";"";"       0";"      62";"       0";"       0";"     205";"";"";"";"";""
"6280";"GM0047";"2015JJ00";"    7868";"     287";"      35";"     231";"      21";"     991";"     630";"      26";"      40";"      22";"     273";"     218";"      51";"       0";"      18";"      20";"     127";"       0";"     354";"     137";"     157";"      15";"      45";"       0";"    5696";"       0";"    5696";"      54";"      54";"       0";"       0";"     268";"";"";"";"";"       0";"      62";"       0";"       0";"     205";"";"";"";"";""
"6281";"GM0047";"2017JJ00";"    7868";"     276";"      34";"     221";"      21";"     992";"     638";"      26";"      37";"      19";"     271";"     207";"      47";"       0";"      18";"      30";"     112";"       0";"     367";"     143";"     164";"      15";"      45";"       0";"    5700";"       0";"    5700";"      51";"      51";"       0";"       0";"     275";"";"";"";"";"       0";"      65";"       0";"       0";"     209";"";"";"";"";""
"6282";"GM0345";"1996JJ00";"    1801";"      72";"      13";"      59";"       0";"    1093";"     727";"      12";"      11";"      35";"     308";"      45";"       0";"       1";"      15";"       0";"      29";"       0";"     112";"      49";"      60";"       4";"       0";"       0";"     393";"       0";"     393";"      66";"      46";"       0";"      20";"      20";"";"";"";"";"       0";"       4";"       0";"       0";"      15";"";"";"";"";""
"6283";"GM0345";"2000JJ00";"    1981";"      75";"      11";"      65";"       0";"    1113";"     732";"      12";"      11";"      34";"     324";"      40";"       0";"       1";"      16";"       0";"      23";"       0";"     115";"      50";"      59";"       6";"       0";"       0";"     555";"       0";"     555";"      63";"      43";"       0";"      20";"      20";"";"";"";"";"       0";"       4";"       0";"       0";"      16";"";"";"";"";""
